"","gmDate","gmTime","teamAbbr","teamLoc","teamRslt","teamMin","teamDayOff","teamPTS","teamAST","teamTO","teamSTL","teamBLK","teamPF","teamFGA","teamFGM","teamFG.","team3PA","team3PM","team3P.","teamFTA","teamFTM","teamFT.","teamORB","teamDRB","teamTRB","teamPTS5","teamPTS6","teamPTS7","teamPTS8","opptAbbr","opptMin","opptDayOff","opptPTS","opptAST","opptTO","opptSTL","opptBLK","opptPF","opptFGA","opptFGM","opptFG.","oppt3PA","oppt3PM","oppt3P.","opptFTA","opptFTM","opptFT.","opptORB","opptDRB","opptTRB","opptPTS5","opptPTS6","opptPTS7","opptPTS8","nrow","teamCircadian","opptCircadian"
"43035","3/15/2018","8:00","HOU","Home","Win",239,3,101,20,11,4,9,13,90,35,0.3889,41,12,0.2927,23,19,0.8261,16,34,50,0,0,0,0,"LAC",240,2,96,16,9,3,4,21,97,44,0.4536,18,4,0.2222,8,4,0.5,11,34,45,0,0,0,0,7173,0,0
"43041","3/15/2018","8:00","MEM","Home","Loss",241,3,110,27,15,7,4,22,87,38,0.4368,35,13,0.3714,25,21,0.84,11,36,47,0,0,0,0,"CHI",240,2,111,23,15,10,2,23,80,35,0.4375,41,15,0.3659,33,26,0.7879,8,34,42,0,0,0,0,7174,0,0
"43047","3/15/2018","8:30","SA","Home","Win",239,2,98,16,11,10,11,14,99,37,0.3737,26,7,0.2692,19,17,0.8947,15,37,52,0,0,0,0,"NO",240,2,93,18,16,7,7,18,90,36,0.4,16,6,0.375,16,15,0.9375,12,41,53,0,0,0,0,7175,0,0
"43053","3/15/2018","9:00","DEN","Home","Win",240,1,120,26,16,7,8,15,85,43,0.5059,28,12,0.4286,28,22,0.7857,10,35,45,0,0,0,0,"DET",241,2,113,30,11,8,4,20,92,44,0.4783,27,14,0.5185,17,11,0.6471,9,32,41,0,0,0,0,7176,1,0
"43059","3/15/2018","9:00","UTA","Home","Win",239,2,116,29,7,12,8,20,97,42,0.433,36,12,0.3333,32,20,0.625,14,39,53,0,0,0,0,"PHO",241,1,88,14,22,4,4,25,83,32,0.3855,16,7,0.4375,24,17,0.7083,9,42,51,0,0,0,0,7177,0,0
"43065","3/15/2018","10:00","POR","Home","Win",241,2,113,26,7,4,3,15,96,43,0.4479,35,12,0.3429,19,15,0.7895,13,37,50,0,0,0,0,"CLE",239,2,105,17,11,5,7,21,80,41,0.5125,33,11,0.3333,21,12,0.5714,2,32,34,0,0,0,0,7178,0,-1
"43071","3/16/2018","7:00","ORL","Home","Loss",241,2,83,14,15,12,7,23,87,34,0.3908,28,5,0.1786,11,10,0.9091,7,33,40,0,0,0,0,"BOS",240,1,92,16,19,7,6,17,82,31,0.378,26,9,0.3462,28,21,0.75,16,39,55,0,0,0,0,7179,0,0
"43077","3/16/2018","7:00","PHI","Home","Win",241,0,120,30,5,9,3,21,95,43,0.4526,27,12,0.4444,26,22,0.8462,13,29,42,0,0,0,0,"BKN",240,2,116,25,12,4,5,22,89,40,0.4494,30,15,0.5,27,21,0.7778,11,36,47,0,0,0,0,7180,NA,0
"43083","3/16/2018","7:30","TOR","Home","Win",265,1,122,26,14,5,8,21,91,43,0.4725,30,10,0.3333,31,26,0.8387,12,33,45,16,0,0,0,"DAL",264,3,115,25,12,7,5,27,91,48,0.5275,22,6,0.2727,18,13,0.7222,6,30,36,9,0,0,0,7181,0,0
"43089","3/16/2018","8:00","OKC","Home","Win",241,3,121,30,14,17,11,20,94,46,0.4894,32,11,0.3438,22,18,0.8182,17,29,46,0,0,0,0,"LAC",239,1,113,21,23,10,3,18,86,42,0.4884,26,11,0.4231,23,18,0.7826,16,32,48,0,0,0,0,7182,-1,0
"43095","3/16/2018","10:30","GS","Home","Loss",240,2,93,21,12,10,5,21,81,34,0.4198,26,12,0.4615,18,13,0.7222,9,31,40,0,0,0,0,"SAC",240,2,98,25,14,7,4,16,83,36,0.4337,31,14,0.4516,17,12,0.7059,11,36,47,0,0,0,0,7183,0,0
"43101","3/16/2018","10:30","LAL","Home","Loss",241,2,91,22,20,5,4,17,76,32,0.4211,19,9,0.4737,22,18,0.8182,7,42,49,0,0,0,0,"MIA",240,2,92,23,11,14,6,18,94,36,0.383,36,10,0.2778,14,10,0.7143,12,31,43,0,0,0,0,7184,0,0
"43107","3/17/2018","7:00","NO","Home","Loss",240,1,101,18,14,4,7,19,81,41,0.5062,24,8,0.3333,12,11,0.9167,6,34,40,0,0,0,0,"HOU",239,1,107,19,9,10,5,19,92,39,0.4239,41,15,0.3659,18,14,0.7778,13,31,44,0,0,0,0,7185,0,0
"43113","3/17/2018","7:00","WAS","Home","Win",240,2,109,29,15,9,2,17,73,40,0.5479,20,10,0.5,23,19,0.8261,6,32,38,0,0,0,0,"IND",242,2,102,24,15,7,3,18,86,39,0.4535,24,12,0.5,15,12,0.8,10,27,37,0,0,0,0,7186,0,0
"43119","3/17/2018","7:30","BKN","Home","Win",240,1,114,25,10,4,6,14,84,43,0.5119,36,14,0.3889,19,14,0.7368,10,33,43,0,0,0,0,"DAL",239,1,106,25,10,5,3,21,92,41,0.4457,22,12,0.5455,14,12,0.8571,13,32,45,0,0,0,0,7187,0,0
"43125","3/17/2018","7:30","NY","Home","Win",241,2,124,24,8,7,5,22,100,49,0.49,26,12,0.4615,18,14,0.7778,12,44,56,0,0,0,0,"CHA",241,2,101,11,10,7,5,13,90,33,0.3667,33,9,0.2727,32,26,0.8125,13,37,50,0,0,0,0,7188,0,0
"43131","3/17/2018","8:00","CHI","Home","Loss",240,2,109,30,12,4,3,21,91,41,0.4505,34,16,0.4706,15,11,0.7333,11,34,45,0,0,0,0,"CLE",241,1,114,25,13,4,5,14,87,44,0.5057,37,13,0.3514,20,13,0.65,11,33,44,0,0,0,0,7189,0,2
"43137","3/17/2018","8:00","MEM","Home","Win",240,2,101,21,12,5,10,20,81,33,0.4074,32,13,0.4063,28,22,0.7857,14,34,48,0,0,0,0,"DEN",240,1,94,17,10,11,5,25,87,32,0.3678,33,9,0.2727,29,21,0.7241,17,31,48,0,0,0,0,7190,0,1
"43143","3/17/2018","8:30","MIL","Home","Win",240,3,122,31,12,12,8,24,86,41,0.4767,25,11,0.44,32,29,0.9063,9,35,44,0,0,0,0,"ATL",240,2,117,23,19,7,4,25,85,39,0.4588,36,12,0.3333,28,27,0.9643,8,36,44,0,0,0,0,7191,-1,-1
"43149","3/17/2018","8:30","SA","Home","Win",242,2,117,32,5,11,8,17,96,49,0.5104,26,6,0.2308,14,13,0.9286,14,27,41,0,0,0,0,"MIN",239,4,101,22,16,3,2,16,81,39,0.4815,12,7,0.5833,20,16,0.8,10,24,34,0,0,0,0,7192,0,-1
"43155","3/17/2018","9:00","UTA","Home","Win",240,2,103,21,16,8,8,13,74,33,0.4459,24,6,0.25,38,31,0.8158,8,40,48,0,0,0,0,"SAC",240,0,97,23,14,11,5,30,86,37,0.4302,21,14,0.6667,14,9,0.6429,3,30,33,0,0,0,0,7193,0,NA
"43161","3/17/2018","10:00","PHO","Home","Loss",240,2,109,22,19,8,5,19,82,39,0.4756,24,11,0.4583,29,20,0.6897,9,33,42,0,0,0,0,"GS",242,0,124,29,15,8,9,21,95,50,0.5263,31,13,0.4194,14,11,0.7857,9,34,43,0,0,0,0,7194,0,NA
"43167","3/17/2018","10:00","POR","Home","Win",241,2,100,23,11,8,8,17,87,38,0.4368,31,8,0.2581,18,16,0.8889,9,40,49,0,0,0,0,"DET",239,2,87,17,12,6,2,16,80,31,0.3875,25,10,0.4,20,15,0.75,8,35,43,0,0,0,0,7195,0,-1
"43173","3/18/2018","1:00","TOR","Home","Loss",238,1,125,31,19,5,1,25,81,46,0.5679,30,15,0.5,23,18,0.7826,8,23,31,0,0,0,0,"OKC",240,1,132,27,18,11,2,24,88,49,0.5568,21,10,0.4762,34,24,0.7059,14,25,39,0,0,0,0,7196,0,1
"43179","3/18/2018","6:00","NO","Home","Win",241,0,108,33,13,9,5,13,82,41,0.5,18,6,0.3333,25,20,0.8,5,39,44,0,0,0,0,"BOS",240,1,89,17,13,8,3,21,87,35,0.4023,26,9,0.3462,20,10,0.5,9,35,44,0,0,0,0,7197,NA,-1
"43185","3/18/2018","7:00","MIN","Home","Loss",240,0,120,24,14,7,1,26,86,45,0.5233,20,10,0.5,26,20,0.7692,14,27,41,0,0,0,0,"HOU",241,1,129,28,11,7,8,26,78,43,0.5513,35,16,0.4571,36,27,0.75,8,25,33,0,0,0,0,7198,NA,0
"43191","3/18/2018","10:30","LAC","Home","Loss",241,2,109,21,8,8,3,17,89,40,0.4494,23,9,0.3913,27,20,0.7407,8,30,38,0,0,0,0,"POR",238,1,122,24,13,7,6,22,92,46,0.5,29,14,0.4828,20,16,0.8,8,39,47,0,0,0,0,7199,-2,0
"43197","3/19/2018","7:00","CLE","Home","Win",241,1,124,24,15,4,6,17,87,43,0.4943,38,15,0.3947,27,23,0.8519,12,30,42,0,0,0,0,"MIL",241,1,117,26,15,11,7,23,88,45,0.5114,31,8,0.2581,20,19,0.95,8,24,32,0,0,0,0,7200,1,1
"43203","3/19/2018","7:00","IND","Home","Win",239,2,110,24,7,9,8,16,87,43,0.4943,21,6,0.2857,19,18,0.9474,9,35,44,0,0,0,0,"LAL",238,2,100,20,13,4,3,18,86,38,0.4419,33,8,0.2424,23,16,0.6957,14,33,47,0,0,0,0,7201,0,3
"43209","3/19/2018","7:00","PHI","Home","Win",240,3,108,30,16,5,7,22,93,42,0.4516,44,18,0.4091,8,6,0.75,17,43,60,0,0,0,0,"CHA",240,1,94,16,9,8,4,12,85,32,0.3765,22,6,0.2727,30,24,0.8,7,33,40,0,0,0,0,7202,0,0
"43215","3/19/2018","7:30","BKN","Home","Win",239,2,118,27,22,5,9,22,72,36,0.5,40,16,0.4,40,30,0.75,9,32,41,0,0,0,0,"MEM",240,1,115,21,17,11,3,33,88,46,0.5227,23,10,0.4348,20,13,0.65,11,31,42,0,0,0,0,7203,0,1
"43221","3/19/2018","7:30","MIA","Home","Win",290,2,149,36,11,5,11,26,102,56,0.549,36,20,0.5556,27,17,0.6296,7,39,46,13,18,0,0,"DEN",290,1,141,23,13,10,5,25,100,46,0.46,38,18,0.4737,37,31,0.8378,11,35,46,13,10,0,0,7204,3,1
"43227","3/19/2018","7:30","NY","Home","Win",239,2,110,28,17,6,7,24,96,43,0.4479,35,11,0.3143,17,13,0.7647,15,46,61,0,0,0,0,"CHI",241,1,92,21,13,9,7,15,92,33,0.3587,30,3,0.1,31,23,0.7419,14,34,48,0,0,0,0,7205,0,1
"43233","3/19/2018","9:30","SA","Home","Win",240,2,89,21,16,6,5,20,82,33,0.4024,23,8,0.3478,21,15,0.7143,11,37,48,0,0,0,0,"GS",240,1,75,17,15,7,9,24,74,30,0.4054,19,3,0.1579,16,12,0.75,2,34,36,0,0,0,0,7206,0,1
"43239","3/19/2018","10:00","SAC","Home","Loss",240,2,90,23,13,7,3,21,88,40,0.4545,23,6,0.2609,9,4,0.4444,8,31,39,0,0,0,0,"DET",240,2,106,17,10,6,5,11,79,37,0.4684,29,14,0.4828,22,18,0.8182,6,38,44,0,0,0,0,7207,-1,0
"43245","3/20/2018","7:00","ORL","Home","Loss",239,4,86,22,15,13,7,16,90,37,0.4111,25,9,0.36,5,3,0.6,10,35,45,0,0,0,0,"TOR",240,2,93,19,17,7,8,10,77,35,0.4545,36,14,0.3889,17,9,0.5294,6,39,45,0,0,0,0,7208,0,0
"43251","3/20/2018","8:00","BOS","Home","Win",239,2,100,22,19,6,5,24,87,36,0.4138,36,13,0.3611,16,15,0.9375,11,41,52,0,0,0,0,"OKC",241,2,99,19,13,6,6,20,85,35,0.4118,27,10,0.3704,29,19,0.6552,8,36,44,0,0,0,0,7209,1,0
"43257","3/20/2018","8:00","MIN","Home","Win",241,2,123,23,11,5,6,21,86,45,0.5233,25,10,0.4,24,23,0.9583,7,34,41,0,0,0,0,"LAC",240,1,109,21,12,4,5,22,93,40,0.4301,24,8,0.3333,26,21,0.8077,11,30,41,0,0,0,0,7210,0,2
"43263","3/20/2018","8:00","NO","Home","Win",238,2,115,33,9,5,2,11,91,48,0.5275,25,10,0.4,15,9,0.6,9,37,46,0,0,0,0,"DAL",241,3,105,25,8,4,2,14,90,43,0.4778,35,10,0.2857,11,9,0.8182,9,31,40,0,0,0,0,7211,0,-1
"43269","3/20/2018","9:00","UTA","Home","Loss",240,3,94,16,16,8,8,22,89,33,0.3708,34,6,0.1765,25,22,0.88,12,39,51,0,0,0,0,"ATL",241,3,99,21,13,7,3,23,94,38,0.4043,33,9,0.2727,19,14,0.7368,11,41,52,0,0,0,0,7212,0,-1
"43275","3/20/2018","10:00","PHO","Home","Loss",239,3,88,22,19,1,8,16,90,34,0.3778,34,7,0.2059,20,13,0.65,12,37,49,0,0,0,0,"DET",240,1,115,22,8,12,14,16,97,43,0.4433,36,15,0.4167,16,14,0.875,12,38,50,0,0,0,0,7213,0,1
"43281","3/20/2018","10:30","POR","Home","Loss",240,2,111,20,8,6,7,18,81,40,0.4938,28,11,0.3929,27,20,0.7407,10,34,44,0,0,0,0,"HOU",241,2,115,18,9,3,4,23,79,38,0.481,36,19,0.5278,29,20,0.6897,7,31,38,0,0,0,0,7214,0,-2
"43287","3/21/2018","7:00","CLE","Home","Win",240,2,132,28,10,4,3,18,78,47,0.6026,24,15,0.625,28,23,0.8214,4,28,32,0,0,0,0,"TOR",239,1,129,32,8,4,5,23,87,47,0.5402,34,15,0.4412,23,20,0.8696,10,23,33,0,0,0,0,7215,0,0
"43293","3/21/2018","7:00","PHI","Home","Win",241,2,119,32,14,8,4,21,84,46,0.5476,31,11,0.3548,20,16,0.8,4,34,38,0,0,0,0,"MEM",242,1,105,25,13,6,2,20,99,40,0.404,27,9,0.3333,20,16,0.8,15,32,47,0,0,0,0,7216,0,0
"43299","3/21/2018","7:30","BKN","Home","Loss",240,2,105,22,13,6,11,36,93,39,0.4194,37,13,0.3514,21,14,0.6667,10,36,46,0,0,0,0,"CHA",240,2,111,18,13,3,2,16,94,36,0.383,16,3,0.1875,47,36,0.766,23,45,68,0,0,0,0,7217,0,0
"43305","3/21/2018","7:30","MIA","Home","Win",241,2,119,31,8,9,2,17,81,45,0.5556,34,15,0.4412,19,14,0.7368,5,27,32,0,0,0,0,"NY",242,2,98,21,15,6,1,16,89,39,0.4382,31,10,0.3226,12,10,0.8333,13,27,40,0,0,0,0,7218,0,0
"43311","3/21/2018","8:00","CHI","Home","Loss",240,2,102,29,15,12,4,22,89,39,0.4382,38,13,0.3421,14,11,0.7857,9,25,34,0,0,0,0,"DEN",240,2,135,34,19,9,6,13,83,51,0.6145,35,20,0.5714,16,13,0.8125,8,37,45,0,0,0,0,7219,-1,-1
"43317","3/21/2018","8:00","MIL","Home","Loss",239,2,120,33,15,10,5,20,91,50,0.5495,26,8,0.3077,17,12,0.7059,8,25,33,0,0,0,0,"LAC",240,1,127,26,21,12,3,16,86,45,0.5233,30,15,0.5,29,22,0.7586,16,31,47,0,0,0,0,7220,-1,0
"43323","3/21/2018","9:30","SA","Home","Win",241,2,98,21,15,7,10,17,79,39,0.4937,23,7,0.3043,18,13,0.7222,12,30,42,0,0,0,0,"WAS",240,4,90,27,14,11,4,16,83,35,0.4217,25,8,0.32,16,12,0.75,9,26,35,0,0,0,0,7221,0,-1
"43326","3/21/2018","19:00","NO","Home","Win",240,1,96,15,20,4,11,19,79,34,0.4304,23,8,0.3478,24,20,0.8333,10,40,50,0,0,0,0,"IND",239,2,92,15,15,13,5,21,93,34,0.3656,22,7,0.3182,18,17,0.9444,15,33,48,0,0,0,0,7222,0,-1
"43335","3/22/2018","7:00","CHA","Home","Win",240,0,140,25,9,10,4,17,92,49,0.5326,40,19,0.475,27,23,0.8519,11,42,53,0,0,0,0,"MEM",239,1,79,13,19,4,7,24,78,30,0.3846,18,4,0.2222,21,15,0.7143,9,29,38,0,0,0,0,7223,NA,0
"43341","3/22/2018","7:00","ORL","Home","Loss",240,2,98,26,13,10,3,19,91,37,0.4066,33,10,0.303,22,14,0.6364,7,33,40,0,0,0,0,"PHI",240,1,118,30,18,7,5,15,89,42,0.4719,37,15,0.4054,24,19,0.7917,11,45,56,0,0,0,0,7224,0,0
"43347","3/22/2018","8:00","HOU","Home","Win",265,1,100,19,13,9,3,19,99,35,0.3535,51,12,0.2353,28,18,0.6429,12,40,52,12,0,0,0,"DET",265,1,96,22,17,9,5,17,95,40,0.4211,38,6,0.1579,19,10,0.5263,16,50,66,8,0,0,0,7225,2,1
"43353","3/22/2018","8:00","NO","Home","Win",241,0,128,28,8,13,4,19,95,52,0.5474,24,6,0.25,22,18,0.8182,7,34,41,0,0,0,0,"LAL",240,3,125,19,16,2,3,20,87,43,0.4943,39,17,0.4359,28,22,0.7857,7,34,41,0,0,0,0,7226,NA,-1
"43359","3/22/2018","8:30","DAL","Home","Loss",241,2,112,22,15,5,7,16,85,42,0.4941,32,17,0.5313,14,11,0.7857,8,27,35,0,0,0,0,"UTA",240,1,119,32,11,11,6,19,87,46,0.5287,29,12,0.4138,16,15,0.9375,8,31,39,0,0,0,0,7227,0,1
"43365","3/22/2018","10:00","SAC","Home","Win",240,3,105,28,14,8,9,18,93,43,0.4624,21,10,0.4762,9,9,1,12,39,51,0,0,0,0,"ATL",239,2,90,19,14,7,2,10,84,33,0.3929,36,12,0.3333,18,12,0.6667,6,34,40,0,0,0,0,7228,0,-1
"43371","3/23/2018","7:00","IND","Home","Win",240,1,109,25,9,7,2,16,93,43,0.4624,31,11,0.3548,14,12,0.8571,14,27,41,0,0,0,0,"LAC",241,1,104,24,15,4,3,20,76,42,0.5526,26,10,0.3846,14,10,0.7143,6,27,33,0,0,0,0,7229,1,1
"43377","3/23/2018","7:00","WAS","Home","Loss",239,1,100,28,17,3,2,21,80,38,0.475,28,14,0.5,14,10,0.7143,8,38,46,0,0,0,0,"DEN",239,1,108,25,10,5,10,16,85,37,0.4353,34,17,0.5,18,17,0.9444,7,31,38,0,0,0,0,7230,1,1
"43383","3/23/2018","7:30","CLE","Home","Win",238,2,120,23,14,9,4,14,95,47,0.4947,29,8,0.2759,24,18,0.75,15,39,54,0,0,0,0,"PHO",239,2,95,24,17,9,4,23,87,38,0.4368,28,7,0.25,20,12,0.6,7,29,36,0,0,0,0,7231,0,2
"43389","3/23/2018","7:30","NY","Home","Loss",239,2,104,25,11,9,0,27,92,40,0.4348,28,12,0.4286,17,12,0.7059,10,32,42,0,0,0,0,"MIN",241,2,108,23,15,6,6,15,75,35,0.4667,26,10,0.3846,32,28,0.875,6,39,45,0,0,0,0,7232,0,1
"43395","3/23/2018","7:30","TOR","Home","Win",239,2,116,26,11,5,7,24,86,41,0.4767,29,14,0.4828,29,20,0.6897,5,38,43,0,0,0,0,"BKN",241,2,112,21,11,5,9,23,84,41,0.4881,27,11,0.4074,31,19,0.6129,5,35,40,0,0,0,0,7233,0,0
"43401","3/23/2018","8:00","CHI","Home","Loss",240,2,105,21,15,3,2,21,87,36,0.4138,26,12,0.4615,23,21,0.913,17,34,51,0,0,0,0,"MIL",241,2,118,27,5,8,7,20,87,43,0.4943,30,15,0.5,19,17,0.8947,7,29,36,0,0,0,0,7234,0,0
"43407","3/23/2018","8:00","OKC","Home","Win",240,3,105,17,11,7,1,23,84,36,0.4286,26,8,0.3077,33,25,0.7576,12,39,51,0,0,0,0,"MIA",240,2,99,22,12,4,1,25,87,34,0.3908,30,13,0.4333,20,18,0.9,8,33,41,0,0,0,0,7235,-1,-1
"43413","3/23/2018","8:30","SA","Home","Win",262,1,124,21,14,9,7,25,92,47,0.5109,17,7,0.4118,27,23,0.8519,11,38,49,10,0,0,0,"UTA",265,2,120,24,15,10,3,23,88,43,0.4886,28,11,0.3929,29,23,0.7931,5,29,34,6,0,0,0,7236,0,0
"43419","3/23/2018","10:00","POR","Home","Loss",242,2,100,16,8,8,5,20,91,40,0.4396,33,8,0.2424,15,12,0.8,11,32,43,0,0,0,0,"BOS",242,3,105,22,13,5,4,18,77,35,0.4545,18,11,0.6111,26,24,0.9231,9,36,45,0,0,0,0,7237,0,-3
"43425","3/23/2018","10:30","GS","Home","Win",242,4,106,28,7,8,6,17,93,42,0.4516,30,12,0.4,11,10,0.9091,10,36,46,0,0,0,0,"ATL",241,3,94,24,11,5,5,14,84,37,0.4405,32,11,0.3438,20,9,0.45,5,39,44,0,0,0,0,7238,-2,0
"43431","3/24/2018","6:00","PHI","Home","Win",240,1,120,33,16,9,11,29,88,42,0.4773,37,13,0.3514,36,23,0.6389,7,44,51,0,0,0,0,"MIN",240,0,108,19,14,7,3,27,97,37,0.3814,23,6,0.2609,38,28,0.7368,13,40,53,0,0,0,0,7239,0,NA
"43437","3/24/2018","7:00","DET","Home","Win",240,1,117,33,14,6,7,11,87,43,0.4943,42,16,0.381,18,15,0.8333,12,37,49,0,0,0,0,"CHI",240,0,95,27,13,10,1,20,97,39,0.4021,35,11,0.3143,9,6,0.6667,14,30,44,0,0,0,0,7240,1,NA
"43443","3/24/2018","7:00","ORL","Home","Win",241,2,105,29,20,9,8,18,84,37,0.4405,30,11,0.3667,27,20,0.7407,14,40,54,0,0,0,0,"PHO",239,0,99,21,14,14,2,22,89,36,0.4045,29,7,0.2414,26,20,0.7692,10,31,41,0,0,0,0,7241,0,NA
"43449","3/24/2018","8:00","HOU","Home","Win",239,2,114,22,22,10,8,17,93,45,0.4839,47,18,0.383,8,6,0.75,5,43,48,0,0,0,0,"NO",241,2,91,19,16,10,6,14,96,38,0.3958,21,6,0.2857,12,9,0.75,12,34,46,0,0,0,0,7242,0,0
"43455","3/24/2018","8:00","MEM","Home","Loss",240,2,93,20,11,7,6,21,84,35,0.4167,29,5,0.1724,22,18,0.8182,11,32,43,0,0,0,0,"LAL",240,2,100,19,12,7,2,20,86,35,0.407,38,13,0.3421,25,17,0.68,11,33,44,0,0,0,0,7243,-1,0
"43461","3/24/2018","8:30","DAL","Home","Loss",241,2,98,22,12,10,6,22,91,36,0.3956,41,12,0.2927,19,14,0.7368,5,47,52,0,0,0,0,"CHA",239,2,102,21,13,10,4,14,92,35,0.3804,25,12,0.48,29,20,0.6897,13,49,62,0,0,0,0,7244,0,-1
"43467","3/25/2018","1:00","BKN","Home","Loss",241,1,114,27,10,7,3,23,83,38,0.4578,37,17,0.4595,26,21,0.8077,7,31,38,0,0,0,0,"CLE",239,1,121,25,11,5,2,21,87,44,0.5057,28,12,0.4286,26,21,0.8077,11,38,49,0,0,0,0,7245,0,0
"43473","3/25/2018","3:30","MIL","Home","Win",240,1,106,27,10,6,6,18,86,42,0.4884,27,9,0.3333,18,13,0.7222,9,28,37,0,0,0,0,"SA",239,1,103,16,12,4,2,17,92,41,0.4457,17,4,0.2353,21,17,0.8095,20,33,53,0,0,0,0,7246,0,0
"43479","3/25/2018","5:00","IND","Home","Win",266,1,113,26,17,12,7,17,90,44,0.4889,23,8,0.3478,21,17,0.8095,10,41,51,17,0,0,0,"MIA",265,1,107,32,17,10,3,20,86,41,0.4767,35,14,0.4,14,11,0.7857,7,32,39,11,0,0,0,7247,0,1
"43485","3/25/2018","6:00","SAC","Home","Loss",241,2,93,18,14,7,1,16,82,38,0.4634,26,7,0.2692,10,10,1,7,27,34,0,0,0,0,"BOS",241,1,104,23,16,9,2,11,72,40,0.5556,22,12,0.5455,17,12,0.7059,3,32,35,0,0,0,0,7248,0,0
"43491","3/25/2018","6:00","TOR","Home","Loss",240,1,106,24,16,3,6,23,92,41,0.4457,36,16,0.4444,14,8,0.5714,13,35,48,0,0,0,0,"LAC",238,1,117,17,9,7,5,16,95,44,0.4632,18,8,0.4444,27,21,0.7778,12,32,44,0,0,0,0,7249,0,0
"43497","3/25/2018","6:00","WAS","Home","Loss",240,1,97,25,14,10,7,16,87,37,0.4253,19,6,0.3158,23,17,0.7391,14,32,46,0,0,0,0,"NY",241,1,101,26,15,10,6,19,88,41,0.4659,22,6,0.2727,15,13,0.8667,10,34,44,0,0,0,0,7250,0,0
"43503","3/25/2018","7:00","OKC","Home","Loss",241,1,105,16,11,9,5,19,84,37,0.4405,27,8,0.2963,28,23,0.8214,13,26,39,0,0,0,0,"POR",239,1,108,20,14,8,7,19,90,42,0.4667,34,9,0.2647,19,15,0.7895,18,31,49,0,0,0,0,7251,0,2
"43509","3/25/2018","8:00","HOU","Home","Win",238,1,118,28,12,7,4,12,90,44,0.4889,52,20,0.3846,11,10,0.9091,6,39,45,0,0,0,0,"ATL",239,1,99,18,13,5,2,14,88,39,0.4432,40,11,0.275,11,10,0.9091,7,38,45,0,0,0,0,7252,0,2
"43515","3/25/2018","8:30","GS","Home","Loss",239,1,91,24,11,9,7,19,91,38,0.4176,15,6,0.4,10,9,0.9,14,27,41,0,0,0,0,"UTA",239,2,110,27,14,6,8,16,87,42,0.4828,28,12,0.4286,18,14,0.7778,11,36,47,0,0,0,0,7253,0,-2
"43521","3/26/2018","7:00","CHA","Home","Win",266,1,137,25,15,5,4,12,93,51,0.5484,28,11,0.3929,28,24,0.8571,11,32,43,20,0,0,0,"NY",267,1,128,25,11,6,1,27,105,54,0.5143,30,9,0.3,11,11,1,11,30,41,11,0,0,0,7254,1,0
"43527","3/26/2018","7:00","DET","Home","Win",240,2,112,21,7,4,2,26,100,44,0.44,33,13,0.3939,15,11,0.7333,10,40,50,0,0,0,0,"LAL",241,1,106,29,10,3,7,20,85,40,0.4706,23,6,0.2609,25,20,0.8,6,41,47,0,0,0,0,7255,0,1
"43533","3/26/2018","7:00","PHI","Home","Win",241,2,123,35,18,5,7,28,91,46,0.5055,29,13,0.4483,25,18,0.72,14,40,54,0,0,0,0,"DEN",241,3,104,27,16,10,7,21,85,36,0.4235,32,11,0.3438,34,21,0.6176,9,28,37,0,0,0,0,7256,0,0
"43539","3/26/2018","8:00","MIN","Home","Loss",239,2,93,21,16,7,6,15,79,33,0.4177,24,8,0.3333,24,19,0.7917,7,30,37,0,0,0,0,"MEM",241,2,101,25,14,8,4,23,84,40,0.4762,31,15,0.4839,9,6,0.6667,7,28,35,0,0,0,0,7257,-1,0
"43545","3/26/2018","10:00","PHO","Home","Loss",239,2,94,18,17,8,5,18,81,36,0.4444,35,12,0.3429,19,10,0.5263,11,36,47,0,0,0,0,"BOS",238,1,102,24,13,10,3,19,87,37,0.4253,29,14,0.4828,14,14,1,10,34,44,0,0,0,0,7258,-2,1
"43551","3/27/2018","7:00","WAS","Home","Win",241,2,116,33,16,5,7,27,85,46,0.5412,24,10,0.4167,18,14,0.7778,10,40,50,0,0,0,0,"SA",240,2,106,29,8,7,5,17,87,39,0.4483,25,10,0.4,33,18,0.5455,10,27,37,0,0,0,0,7259,0,1
"43557","3/27/2018","7:30","TOR","Home","Win",240,2,114,33,9,6,16,18,92,47,0.5109,34,13,0.3824,9,7,0.7778,9,28,37,0,0,0,0,"DEN",240,1,110,26,13,6,6,16,89,42,0.4719,30,13,0.4333,14,13,0.9286,10,30,40,0,0,0,0,7260,0,0
"43563","3/27/2018","8:00","HOU","Home","Win",240,2,118,28,10,15,6,12,93,41,0.4409,57,18,0.3158,21,18,0.8571,9,37,46,0,0,0,0,"CHI",240,3,86,17,19,8,1,17,89,34,0.382,37,8,0.2162,17,10,0.5882,13,38,51,0,0,0,0,7261,0,-1
"43569","3/27/2018","8:00","MIA","Home","Win",240,2,98,24,16,10,9,18,78,37,0.4744,29,9,0.3103,20,15,0.75,9,35,44,0,0,0,0,"CLE",241,2,79,15,15,8,1,18,85,31,0.3647,26,4,0.1538,19,13,0.6842,12,30,42,0,0,0,0,7262,0,0
