"","gmDate","gmTime","teamAbbr","teamLoc","teamRslt","teamMin","teamDayOff","teamPTS","teamAST","teamTO","teamSTL","teamBLK","teamPF","teamFGA","teamFGM","teamFG.","team3PA","team3PM","team3P.","teamFTA","teamFTM","teamFT.","teamORB","teamDRB","teamTRB","teamPTS5","teamPTS6","teamPTS7","teamPTS8","opptAbbr","opptMin","opptDayOff","opptPTS","opptAST","opptTO","opptSTL","opptBLK","opptPF","opptFGA","opptFGM","opptFG.","oppt3PA","oppt3PM","oppt3P.","opptFTA","opptFTM","opptFT.","opptORB","opptDRB","opptTRB","opptPTS5","opptPTS6","opptPTS7","opptPTS8","nrow","teamCircadian","opptCircadian"
"42495","3/2/2018","9:00","PHO","Home","Loss",241,2,116,26,15,5,12,25,96,46,0.4792,25,11,0.44,18,13,0.7222,13,31,44,0,0,0,0,"OKC",240,2,124,22,11,5,11,20,96,46,0.4792,34,11,0.3235,29,21,0.7241,16,32,48,0,0,0,0,7083,-1,-1
"42501","3/2/2018","10:30","LAC","Home","Win",240,2,128,34,11,14,6,17,89,50,0.5618,25,9,0.36,24,19,0.7917,14,37,51,0,0,0,0,"NY",240,4,105,24,17,4,4,22,89,41,0.4607,25,11,0.44,16,12,0.75,10,23,33,0,0,0,0,7084,0,-3
"42507","3/2/2018","10:30","UTA","Home","Win",239,4,116,21,19,7,5,21,78,40,0.5128,29,9,0.3103,35,27,0.7714,11,34,45,0,0,0,0,"MIN",241,1,108,14,13,9,0,23,74,38,0.5135,17,9,0.5294,31,23,0.7419,2,25,27,0,0,0,0,7085,0,1
"42513","3/3/2018","7:00","ORL","Home","Win",241,1,107,19,14,4,9,23,72,36,0.5,25,8,0.32,33,27,0.8182,5,39,44,0,0,0,0,"MEM",240,0,100,24,10,9,3,26,93,38,0.4086,22,6,0.2727,26,18,0.6923,13,33,46,0,0,0,0,7086,0,NA
"42519","3/3/2018","7:30","CLE","Home","Loss",239,1,117,25,9,5,2,16,88,46,0.5227,24,9,0.375,21,16,0.7619,12,29,41,0,0,0,0,"DEN",239,0,126,35,9,4,3,19,86,47,0.5465,35,19,0.5429,15,13,0.8667,6,29,35,0,0,0,0,7087,0,NA
"42525","3/3/2018","7:30","MIA","Home","Win",240,2,105,19,15,11,5,20,82,37,0.4512,29,12,0.4138,28,19,0.6786,15,30,45,0,0,0,0,"DET",240,1,96,18,19,8,2,23,89,37,0.4157,24,7,0.2917,21,15,0.7143,17,29,46,0,0,0,0,7088,0,0
"42531","3/3/2018","8:30","HOU","Home","Win",240,2,123,24,11,11,5,21,87,39,0.4483,49,19,0.3878,30,26,0.8667,10,30,40,0,0,0,0,"BOS",240,3,120,22,13,6,3,21,91,44,0.4835,24,13,0.5417,21,19,0.9048,10,28,38,0,0,0,0,7089,2,-1
"42537","3/3/2018","9:00","SA","Home","Loss",241,3,112,28,16,10,5,19,98,44,0.449,30,7,0.2333,20,17,0.85,12,38,50,0,0,0,0,"LAL",240,2,116,26,15,10,4,21,92,40,0.4348,34,15,0.4412,27,21,0.7778,10,36,46,0,0,0,0,7090,0,-1
"42543","3/3/2018","10:00","POR","Home","Win",240,1,108,20,15,6,8,21,88,39,0.4432,33,11,0.3333,23,19,0.8261,14,33,47,0,0,0,0,"OKC",240,1,100,18,12,6,6,21,91,40,0.4396,27,6,0.2222,21,14,0.6667,9,31,40,0,0,0,0,7091,0,-1
"42549","3/3/2018","10:00","SAC","Home","Loss",241,2,91,15,13,7,7,24,89,34,0.382,30,9,0.3,17,14,0.8235,11,37,48,0,0,0,0,"UTA",240,0,98,20,13,9,7,19,82,34,0.4146,32,11,0.3438,29,19,0.6552,11,41,52,0,0,0,0,7092,0,NA
"42555","3/4/2018","3:30","ATL","Home","Win",240,1,113,23,16,7,5,18,94,43,0.4574,33,17,0.5152,12,10,0.8333,9,40,49,0,0,0,0,"PHO",238,1,112,33,14,6,6,19,92,46,0.5,26,11,0.4231,15,9,0.6,5,36,41,0,0,0,0,7093,0,2
"42561","3/4/2018","6:00","TOR","Home","Win",242,1,103,22,15,5,9,28,83,35,0.4217,41,12,0.2927,27,21,0.7778,9,41,50,0,0,0,0,"CHA",241,1,98,16,9,7,4,21,85,32,0.3765,21,5,0.2381,35,29,0.8286,9,37,46,0,0,0,0,7094,0,0
"42567","3/4/2018","6:00","WAS","Home","Loss",241,1,95,21,15,9,2,21,83,35,0.4217,27,10,0.3704,19,15,0.7895,10,32,42,0,0,0,0,"IND",241,1,98,11,16,10,0,18,77,34,0.4416,25,8,0.32,24,22,0.9167,11,32,43,0,0,0,0,7095,0,1
"42573","3/4/2018","7:00","DAL","Home","Loss",239,1,109,25,12,5,2,20,90,40,0.4444,23,10,0.4348,25,19,0.76,10,33,43,0,0,0,0,"NO",240,3,126,27,12,9,4,21,91,49,0.5385,26,12,0.4615,21,16,0.7619,6,41,47,0,0,0,0,7096,0,0
"42579","3/4/2018","8:00","MIL","Home","Win",240,2,118,27,15,15,4,24,95,47,0.4947,23,10,0.4348,22,14,0.6364,16,22,38,0,0,0,0,"PHI",239,2,110,26,26,4,9,24,70,39,0.5571,28,14,0.5,22,18,0.8182,6,26,32,0,0,0,0,7097,0,-1
"42585","3/4/2018","9:00","LAC","Home","Win",240,1,123,18,10,12,6,20,84,44,0.5238,27,10,0.3704,30,25,0.8333,7,33,40,0,0,0,0,"BKN",240,2,120,30,14,8,4,21,92,40,0.4348,45,19,0.4222,23,21,0.913,13,31,44,0,0,0,0,7098,0,0
"42591","3/4/2018","9:00","SAC","Home","Win",240,0,102,21,11,5,5,18,86,39,0.4535,30,13,0.4333,11,11,1,7,31,38,0,0,0,0,"NY",240,1,99,21,13,8,7,19,88,40,0.4545,21,6,0.2857,18,13,0.7222,15,33,48,0,0,0,0,7099,NA,0
"42597","3/5/2018","7:00","CLE","Home","Win",241,1,112,29,14,8,2,18,88,43,0.4886,33,12,0.3636,17,14,0.8235,11,42,53,0,0,0,0,"DET",239,1,90,17,12,9,6,22,87,34,0.3908,34,12,0.3529,15,10,0.6667,8,32,40,0,0,0,0,7100,0,0
"42603","3/5/2018","7:00","IND","Home","Win",240,1,92,18,15,13,5,15,77,33,0.4286,17,10,0.5882,21,16,0.7619,8,29,37,0,0,0,0,"MIL",240,0,89,15,18,8,7,16,76,34,0.4474,23,7,0.3043,16,14,0.875,8,31,39,0,0,0,0,7101,0,NA
"42609","3/5/2018","7:30","MIA","Home","Win",241,2,125,33,10,12,6,14,92,47,0.5109,36,12,0.3333,23,19,0.8261,16,35,51,0,0,0,0,"PHO",239,1,103,21,18,3,2,20,87,42,0.4828,24,10,0.4167,18,9,0.5,12,28,40,0,0,0,0,7102,0,0
"42615","3/5/2018","8:00","CHI","Home","Loss",241,3,89,18,14,14,2,16,81,32,0.3951,33,12,0.3636,20,13,0.65,7,29,36,0,0,0,0,"BOS",240,1,105,25,20,7,5,13,84,41,0.4881,36,12,0.3333,12,11,0.9167,12,41,53,0,0,0,0,7103,0,0
"42621","3/5/2018","8:30","SA","Home","Win",239,1,100,18,12,14,4,10,76,35,0.4605,22,6,0.2727,31,24,0.7742,4,32,36,0,0,0,0,"MEM",241,2,98,26,20,8,5,22,80,42,0.525,22,8,0.3636,9,6,0.6667,6,36,42,0,0,0,0,7104,0,-1
"42627","3/5/2018","9:00","UTA","Home","Win",240,1,94,23,16,8,7,22,73,36,0.4932,31,10,0.3226,18,12,0.6667,6,42,48,0,0,0,0,"ORL",240,2,80,18,15,7,4,19,85,29,0.3412,34,11,0.3235,14,11,0.7857,6,30,36,0,0,0,0,7105,1,-2
"42633","3/5/2018","10:30","LAL","Home","Loss",240,2,103,20,11,9,7,24,86,34,0.3953,37,11,0.2973,31,24,0.7742,7,40,47,0,0,0,0,"POR",240,2,108,19,14,6,4,25,83,35,0.4217,23,10,0.4348,38,28,0.7368,7,43,50,0,0,0,0,7106,-2,0
"42639","3/6/2018","7:00","CHA","Home","Loss",239,2,114,26,10,7,5,12,80,40,0.5,29,11,0.3793,31,23,0.7419,8,25,33,0,0,0,0,"PHI",241,1,128,35,14,6,4,20,87,50,0.5747,33,16,0.4848,15,12,0.8,10,34,44,0,0,0,0,7107,0,1
"42645","3/6/2018","7:00","TOR","Home","Win",239,2,106,25,12,12,8,21,88,34,0.3864,36,10,0.2778,33,28,0.8485,17,28,45,0,0,0,0,"ATL",241,2,90,22,22,8,6,25,80,34,0.425,21,6,0.2857,21,16,0.7619,12,32,44,0,0,0,0,7108,0,0
"42651","3/6/2018","7:00","WAS","Home","Win",266,2,117,25,19,7,2,22,79,40,0.5063,24,14,0.5833,27,23,0.8519,7,33,40,12,0,0,0,"MIA",264,0,113,26,15,11,2,24,93,42,0.4516,33,9,0.2727,27,20,0.7407,13,28,41,8,0,0,0,7109,0,NA
"42657","3/6/2018","8:00","OKC","Home","Loss",239,2,112,18,20,13,3,28,93,46,0.4946,34,12,0.3529,11,8,0.7273,12,21,33,0,0,0,0,"HOU",240,2,122,25,22,11,7,20,71,38,0.5352,33,17,0.5152,34,29,0.8529,7,30,37,0,0,0,0,7110,2,0
"42663","3/6/2018","8:30","DAL","Home","Win",240,2,118,24,16,8,3,20,90,43,0.4778,27,15,0.5556,23,17,0.7391,9,42,51,0,0,0,0,"DEN",240,3,107,23,14,5,8,16,92,38,0.413,36,11,0.3056,26,20,0.7692,11,38,49,0,0,0,0,7111,0,-1
"42669","3/6/2018","10:00","POR","Home","Win",240,0,111,22,20,4,4,15,81,35,0.4321,33,20,0.6061,24,21,0.875,15,36,51,0,0,0,0,"NY",239,2,87,21,14,7,7,19,83,35,0.4217,19,7,0.3684,15,10,0.6667,9,30,39,0,0,0,0,7112,NA,0
"42675","3/6/2018","10:30","GS","Home","Win",241,4,114,30,17,8,7,18,83,47,0.5663,23,11,0.4783,11,9,0.8182,5,36,41,0,0,0,0,"BKN",240,2,101,24,16,7,1,18,85,36,0.4235,34,9,0.2647,25,20,0.8,10,28,38,0,0,0,0,7113,-3,0
"42681","3/6/2018","10:30","LAC","Home","Loss",240,2,116,25,13,5,2,18,98,46,0.4694,27,7,0.2593,26,17,0.6538,10,47,57,0,0,0,0,"NO",238,2,121,39,8,11,11,20,103,46,0.4466,30,13,0.4333,18,16,0.8889,9,42,51,0,0,0,0,7114,0,-2
"42687","3/7/2018","7:00","IND","Home","Loss",240,2,84,12,12,9,4,17,88,34,0.3864,23,3,0.1304,17,13,0.7647,14,31,45,0,0,0,0,"UTA",240,1,104,30,13,9,5,18,80,41,0.5125,31,11,0.3548,16,11,0.6875,7,35,42,0,0,0,0,7115,0,2
"42693","3/7/2018","8:00","CHI","Home","Win",239,2,119,25,20,10,1,22,79,42,0.5316,29,11,0.3793,32,24,0.75,9,32,41,0,0,0,0,"MEM",241,1,110,24,15,12,3,26,82,40,0.4878,29,10,0.3448,25,20,0.8,9,24,33,0,0,0,0,7116,0,0
"42699","3/7/2018","8:00","DET","Home","Loss",265,2,119,27,17,3,6,23,89,44,0.4944,26,13,0.5,23,18,0.7826,9,41,50,5,0,0,0,"TOR",264,1,121,33,11,9,7,20,100,45,0.45,40,12,0.3,21,19,0.9048,11,36,47,7,0,0,0,7117,0,0
"42705","3/7/2018","8:00","MIL","Home","Loss",240,2,99,21,14,9,3,22,83,38,0.4578,28,9,0.3214,19,14,0.7368,6,32,38,0,0,0,0,"HOU",242,1,110,22,16,9,5,21,82,39,0.4756,40,14,0.35,27,18,0.6667,12,35,47,0,0,0,0,7118,-1,0
"42711","3/7/2018","10:00","SAC","Home","Loss",239,3,101,20,9,4,5,16,93,39,0.4194,28,9,0.3214,17,14,0.8235,14,25,39,0,0,0,0,"NO",240,0,114,26,16,6,7,22,83,47,0.5663,26,11,0.4231,9,9,1,5,35,40,0,0,0,0,7119,0,NA
"42717","3/7/2018","10:30","DEN","Home","Loss",240,1,108,22,21,7,2,16,86,42,0.4884,27,10,0.3704,18,14,0.7778,14,37,51,0,0,0,0,"CLE",242,2,113,25,10,10,4,19,87,44,0.5057,29,13,0.4483,18,12,0.6667,7,28,35,0,0,0,0,7120,-1,-2
"42723","3/7/2018","10:30","LAL","Home","Win",241,2,108,27,14,7,2,16,88,43,0.4886,33,11,0.3333,12,11,0.9167,7,32,39,0,0,0,0,"ORL",240,2,107,31,16,5,4,22,83,42,0.506,28,12,0.4286,19,11,0.5789,8,35,43,0,0,0,0,7121,0,-1
"42729","3/8/2018","7:00","CHA","Home","Loss",241,2,111,19,13,5,5,21,85,41,0.4824,19,4,0.2105,30,25,0.8333,6,30,36,0,0,0,0,"BKN",240,1,125,30,12,7,7,27,92,47,0.5109,32,11,0.3438,22,20,0.9091,9,34,43,0,0,0,0,7122,0,3
"42735","3/8/2018","7:30","MIA","Home","Win",241,2,108,26,16,10,8,20,89,42,0.4719,26,14,0.5385,18,10,0.5556,6,43,49,0,0,0,0,"PHI",239,2,99,28,18,9,4,20,86,34,0.3953,37,15,0.4054,21,16,0.7619,9,37,46,0,0,0,0,7123,0,0
"42741","3/8/2018","8:00","MIN","Home","Loss",240,5,109,24,13,3,3,22,94,44,0.4681,31,12,0.3871,13,9,0.6923,13,34,47,0,0,0,0,"BOS",240,3,117,28,11,7,2,17,87,43,0.4943,32,11,0.3438,27,20,0.7407,9,37,46,0,0,0,0,7124,1,0
"42747","3/8/2018","8:00","OKC","Home","Win",241,2,115,21,18,6,11,20,80,42,0.525,33,13,0.3939,27,18,0.6667,6,43,49,0,0,0,0,"PHO",241,3,87,15,15,9,4,25,92,31,0.337,37,9,0.2432,18,16,0.8889,7,36,43,0,0,0,0,7125,0,-1
"42753","3/8/2018","10:30","GS","Home","Win",239,2,110,30,10,6,12,18,95,41,0.4316,30,8,0.2667,23,20,0.8696,12,37,49,0,0,0,0,"SA",239,3,107,29,12,7,2,20,95,43,0.4526,22,6,0.2727,18,15,0.8333,10,35,45,0,0,0,0,7126,0,-2
"42759","3/9/2018","7:00","DET","Home","Win",240,1,99,22,16,8,9,13,81,38,0.4691,27,9,0.3333,18,14,0.7778,11,39,50,0,0,0,0,"CHI",240,1,83,19,14,11,0,19,93,33,0.3548,31,9,0.2903,10,8,0.8,10,32,42,0,0,0,0,7127,0,1
"42765","3/9/2018","7:00","IND","Home","Win",239,2,112,21,16,11,3,16,91,45,0.4945,28,14,0.5,10,8,0.8,9,40,49,0,0,0,0,"ATL",238,3,87,21,19,11,4,13,82,34,0.4146,33,10,0.303,10,9,0.9,6,29,35,0,0,0,0,7128,0,0
"42771","3/9/2018","7:30","TOR","Home","Win",240,1,108,22,17,7,2,20,85,41,0.4824,38,15,0.3947,14,11,0.7857,12,30,42,0,0,0,0,"HOU",238,1,105,15,14,9,3,13,81,40,0.4938,27,9,0.3333,23,16,0.6957,7,29,36,0,0,0,0,7129,0,1
"42777","3/9/2018","8:00","MEM","Home","Loss",239,2,78,16,15,4,5,22,83,31,0.3735,22,6,0.2727,14,10,0.7143,10,29,39,0,0,0,0,"UTA",241,2,95,26,20,10,8,17,74,33,0.4459,32,13,0.4063,22,16,0.7273,8,40,48,0,0,0,0,7130,0,-1
"42783","3/9/2018","8:00","MIL","Home","Win",239,2,120,29,17,8,6,16,73,41,0.5616,18,8,0.4444,39,30,0.7692,6,36,42,0,0,0,0,"NY",239,2,112,24,11,6,5,26,98,47,0.4796,28,7,0.25,14,11,0.7857,11,28,39,0,0,0,0,7131,0,2
"42789","3/9/2018","8:00","NO","Home","Loss",241,1,97,23,15,3,10,18,82,38,0.4634,20,6,0.3,18,15,0.8333,2,36,38,0,0,0,0,"WAS",237,3,116,34,12,10,4,16,96,46,0.4792,26,9,0.3462,20,15,0.75,10,39,49,0,0,0,0,7132,2,-1
"42795","3/9/2018","9:00","DEN","Home","Win",240,1,125,30,12,10,6,16,83,42,0.506,31,15,0.4839,30,26,0.8667,7,29,36,0,0,0,0,"LAL",241,1,116,25,16,8,6,23,92,45,0.4891,35,14,0.4,16,12,0.75,12,32,44,0,0,0,0,7133,0,1
"42801","3/9/2018","10:00","POR","Home","Win",240,3,125,21,11,4,2,17,89,44,0.4944,39,16,0.4103,27,21,0.7778,14,32,46,0,0,0,0,"GS",241,0,108,20,12,5,3,20,78,38,0.4872,28,12,0.4286,24,20,0.8333,6,27,33,0,0,0,0,7134,0,NA
"42807","3/9/2018","10:00","SAC","Home","Win",241,2,94,24,18,7,3,21,83,36,0.4337,25,9,0.36,15,13,0.8667,13,37,50,0,0,0,0,"ORL",240,1,88,17,14,7,4,17,78,33,0.4231,29,9,0.3103,16,13,0.8125,5,29,34,0,0,0,0,7135,0,0
"42813","3/9/2018","10:30","LAC","Home","Win",240,3,116,25,14,6,3,16,89,43,0.4831,28,11,0.3929,30,19,0.6333,13,39,52,0,0,0,0,"CLE",242,2,102,22,13,10,7,28,87,39,0.4483,36,12,0.3333,18,12,0.6667,8,32,40,0,0,0,0,7136,0,-1
"42819","3/10/2018","5:00","CHA","Home","Win",239,1,122,24,12,11,6,18,87,44,0.5057,32,13,0.4063,27,21,0.7778,7,34,41,0,0,0,0,"PHO",241,1,115,27,15,9,3,25,83,42,0.506,32,18,0.5625,19,13,0.6842,5,30,35,0,0,0,0,7137,0,1
"42825","3/10/2018","7:30","MIA","Home","Win",240,2,129,27,10,9,5,25,88,52,0.5909,28,10,0.3571,21,15,0.7143,5,37,42,0,0,0,0,"WAS",240,0,102,22,15,4,2,20,77,34,0.4416,20,7,0.35,34,27,0.7941,8,32,40,0,0,0,0,7138,0,NA
"42831","3/10/2018","8:30","DAL","Home","Win",240,4,114,21,11,8,3,18,77,37,0.4805,29,10,0.3448,35,30,0.8571,9,43,52,0,0,0,0,"MEM",239,1,80,19,14,4,4,24,84,30,0.3571,18,7,0.3889,17,13,0.7647,9,32,41,0,0,0,0,7139,0,0
"42837","3/10/2018","8:30","OKC","Home","Win",241,2,104,24,15,8,4,13,86,39,0.4535,28,10,0.3571,24,16,0.6667,12,38,50,0,0,0,0,"SA",241,1,94,26,15,6,4,22,86,40,0.4651,20,10,0.5,7,4,0.5714,6,37,43,0,0,0,0,7140,0,2
"42843","3/10/2018","10:30","LAC","Home","Win",240,1,113,17,15,9,3,20,78,41,0.5256,18,7,0.3889,28,24,0.8571,8,33,41,0,0,0,0,"ORL",241,1,105,20,15,12,2,19,84,38,0.4524,24,8,0.3333,27,21,0.7778,9,24,33,0,0,0,0,7141,0,0
"42849","3/11/2018","1:00","NY","Home","Loss",241,1,106,21,10,7,4,19,88,40,0.4545,21,7,0.3333,24,19,0.7917,8,29,37,0,0,0,0,"TOR",240,1,132,32,11,3,3,19,93,47,0.5054,35,16,0.4571,25,22,0.88,14,38,52,0,0,0,0,7142,1,0
"42855","3/11/2018","3:30","ATL","Home","Loss",241,1,122,32,16,2,5,14,82,42,0.5122,40,19,0.475,22,19,0.8636,5,37,42,0,0,0,0,"CHI",240,1,129,31,5,10,4,24,98,48,0.4898,37,17,0.4595,19,16,0.8421,13,34,47,0,0,0,0,7143,0,0
"42861","3/11/2018","3:30","MIN","Home","Win",241,2,109,27,10,7,3,15,95,44,0.4632,20,6,0.3,21,15,0.7143,13,37,50,0,0,0,0,"GS",239,1,103,22,13,6,8,17,91,37,0.4066,36,10,0.2778,21,19,0.9048,12,38,50,0,0,0,0,7144,0,2
"42867","3/11/2018","4:00","NO","Home","Loss",239,1,99,28,13,7,14,25,93,41,0.4409,21,6,0.2857,13,11,0.8462,10,28,38,0,0,0,0,"UTA",241,1,116,24,17,4,3,20,96,40,0.4167,32,12,0.375,25,24,0.96,17,38,55,0,0,0,0,7145,0,0
"42873","3/11/2018","5:00","DEN","Home","Win",240,1,130,38,8,2,4,17,89,50,0.5618,37,15,0.4054,21,15,0.7143,8,43,51,0,0,0,0,"SAC",240,1,104,26,3,3,1,21,91,39,0.4286,31,6,0.1935,26,20,0.7692,7,31,38,0,0,0,0,7146,0,1
"42879","3/11/2018","7:00","DAL","Home","Loss",240,0,82,27,10,5,2,18,94,33,0.3511,31,5,0.1613,18,11,0.6111,17,36,53,0,0,0,0,"HOU",240,1,105,21,11,5,5,22,84,39,0.4643,45,17,0.3778,14,10,0.7143,6,39,45,0,0,0,0,7147,NA,-1
"42885","3/11/2018","7:30","BOS","Home","Loss",241,2,97,26,16,10,5,13,81,34,0.4198,37,12,0.3243,21,17,0.8095,10,32,42,0,0,0,0,"IND",242,2,99,26,18,9,7,20,81,39,0.4815,22,12,0.5455,10,9,0.9,6,33,39,0,0,0,0,7148,1,0
"42891","3/11/2018","7:30","BKN","Home","Loss",242,3,97,17,18,5,5,19,85,33,0.3882,28,10,0.3571,24,21,0.875,13,29,42,0,0,0,0,"PHI",241,3,120,33,10,12,7,19,95,50,0.5263,26,9,0.3462,18,11,0.6111,12,36,48,0,0,0,0,7149,0,0
"42897","3/11/2018","9:00","LAL","Home","Win",241,2,127,30,13,9,4,19,96,48,0.5,34,13,0.3824,20,18,0.9,14,37,51,0,0,0,0,"CLE",239,1,113,22,12,4,5,18,88,41,0.4659,31,12,0.3871,23,19,0.8261,7,30,37,0,0,0,0,7150,-1,0
"42903","3/12/2018","8:00","HOU","Home","Win",240,1,109,24,17,6,4,24,80,39,0.4875,44,13,0.2955,23,18,0.7826,9,41,50,0,0,0,0,"SA",243,1,93,20,13,5,2,17,81,33,0.4074,28,11,0.3929,23,16,0.6957,7,29,36,0,0,0,0,7151,0,0
"42909","3/12/2018","8:00","MEM","Home","Loss",239,1,103,27,9,6,6,23,89,42,0.4719,27,9,0.3333,19,10,0.5263,10,21,31,0,0,0,0,"MIL",240,3,121,33,19,6,5,22,81,47,0.5802,25,12,0.48,22,15,0.6818,11,36,47,0,0,0,0,7152,0,0
"42915","3/12/2018","8:00","OKC","Home","Win",241,1,106,21,11,5,6,15,84,38,0.4524,36,16,0.4444,18,14,0.7778,5,38,43,0,0,0,0,"SAC",239,1,101,21,11,8,6,22,93,38,0.4086,33,12,0.3636,16,13,0.8125,13,36,49,0,0,0,0,7153,0,1
"42921","3/12/2018","10:30","POR","Home","Win",240,3,115,23,13,5,6,15,83,38,0.4578,36,14,0.3889,30,25,0.8333,9,41,50,0,0,0,0,"MIA",241,2,99,24,11,6,4,24,91,39,0.4286,31,10,0.3226,16,11,0.6875,10,36,46,0,0,0,0,7154,0,-3
"42927","3/13/2018","7:00","PHI","Home","Loss",240,1,98,24,21,3,7,25,75,35,0.4667,30,10,0.3333,22,18,0.8182,7,41,48,0,0,0,0,"IND",238,1,101,20,10,13,2,23,95,38,0.4,24,5,0.2083,25,20,0.8,14,31,45,0,0,0,0,7155,0,0
"42933","3/13/2018","7:00","WAS","Home","Loss",240,2,111,26,11,6,4,17,82,42,0.5122,20,8,0.4,25,19,0.76,14,25,39,0,0,0,0,"MIN",241,2,116,23,10,10,7,21,87,46,0.5287,21,7,0.3333,19,17,0.8947,11,26,37,0,0,0,0,7156,0,1
"42939","3/13/2018","7:30","ATL","Home","Loss",241,2,107,26,15,5,5,25,87,37,0.4253,31,13,0.4194,24,20,0.8333,13,34,47,0,0,0,0,"OKC",240,0,119,27,8,9,11,21,89,42,0.4719,35,16,0.4571,25,19,0.76,9,29,38,0,0,0,0,7157,0,NA
"42945","3/13/2018","7:30","BKN","Home","Loss",240,2,102,21,12,9,6,19,86,35,0.407,36,15,0.4167,19,17,0.8947,9,29,38,0,0,0,0,"TOR",242,2,116,27,11,7,6,20,91,44,0.4835,31,11,0.3548,21,17,0.8095,13,40,53,0,0,0,0,7158,0,0
"42951","3/13/2018","7:30","NY","Home","Loss",240,2,97,19,19,9,1,18,82,40,0.4878,25,8,0.32,12,9,0.75,10,34,44,0,0,0,0,"DAL",241,2,110,22,12,11,1,15,89,40,0.4494,35,14,0.4,18,16,0.8889,12,28,40,0,0,0,0,7159,0,1
"42957","3/13/2018","8:00","CHI","Home","Loss",240,2,106,26,9,11,2,28,101,43,0.4257,29,7,0.2414,15,13,0.8667,11,34,45,0,0,0,0,"LAC",242,2,112,27,14,4,6,14,76,37,0.4868,29,8,0.2759,41,30,0.7317,6,36,42,0,0,0,0,7160,-1,2
"42963","3/13/2018","8:00","NO","Home","Win",241,2,119,33,12,10,7,16,104,52,0.5,22,9,0.4091,8,6,0.75,14,36,50,0,0,0,0,"CHA",241,3,115,22,14,8,9,13,93,45,0.4839,26,7,0.2692,22,18,0.8182,8,37,45,0,0,0,0,7161,0,-1
"42969","3/13/2018","8:30","SA","Home","Win",240,1,108,24,13,10,7,13,84,40,0.4762,19,9,0.4737,23,19,0.8261,11,37,48,0,0,0,0,"ORL",240,2,72,16,21,5,3,19,82,28,0.3415,23,7,0.3043,9,9,1,9,32,41,0,0,0,0,7162,0,2
"42975","3/13/2018","9:00","UTA","Home","Win",240,2,110,29,24,10,5,22,76,42,0.5526,34,13,0.3824,23,13,0.5652,11,41,52,0,0,0,0,"DET",240,4,79,14,18,14,4,23,80,30,0.375,25,5,0.2,19,14,0.7368,8,24,32,0,0,0,0,7163,-1,-2
"42981","3/13/2018","10:00","PHO","Home","Loss",240,3,107,17,18,10,2,21,98,38,0.3878,32,6,0.1875,30,25,0.8333,11,36,47,0,0,0,0,"CLE",239,2,129,25,20,12,9,25,87,43,0.4943,35,17,0.4857,30,26,0.8667,5,39,44,0,0,0,0,7164,-2,1
"42987","3/13/2018","10:30","LAL","Home","Win",240,2,112,20,17,6,3,23,90,40,0.4444,40,15,0.375,25,17,0.68,12,40,52,0,0,0,0,"DEN",239,2,103,26,20,12,4,26,86,38,0.4419,40,13,0.325,19,14,0.7368,5,39,44,0,0,0,0,7165,0,-1
"42993","3/14/2018","7:00","ORL","Home","Win",239,0,126,31,18,10,4,16,87,44,0.5057,34,18,0.5294,23,20,0.8696,9,33,42,0,0,0,0,"MIL",241,1,117,28,11,12,5,20,98,49,0.5,24,10,0.4167,12,9,0.75,9,28,37,0,0,0,0,7166,NA,1
"42999","3/14/2018","8:00","BOS","Home","Loss",289,3,124,30,17,9,6,22,99,48,0.4848,26,12,0.4615,23,16,0.6957,10,34,44,9,9,0,0,"WAS",289,1,125,29,20,10,6,26,97,46,0.4742,32,12,0.375,28,21,0.75,13,39,52,9,10,0,0,7167,0,0
"43005","3/14/2018","10:00","SAC","Home","Win",264,2,123,23,11,6,7,21,94,48,0.5106,24,8,0.3333,25,19,0.76,8,35,43,12,0,0,0,"MIA",266,1,119,26,15,5,2,23,99,41,0.4141,43,18,0.4186,21,19,0.9048,15,38,53,8,0,0,0,7168,-2,0
"43011","3/14/2018","10:30","GS","Home","Win",237,3,117,25,22,8,6,24,80,44,0.55,20,6,0.3,28,23,0.8214,11,39,50,0,0,0,0,"LAL",241,1,106,25,14,12,7,19,83,38,0.4578,37,12,0.3243,28,18,0.6429,6,27,33,0,0,0,0,7169,-2,0
"43017","3/15/2018","7:00","IND","Home","Loss",240,2,99,17,8,11,3,25,93,40,0.4301,24,7,0.2917,17,12,0.7059,11,24,35,0,0,0,0,"TOR",239,1,106,20,20,4,8,19,80,35,0.4375,32,12,0.375,28,24,0.8571,19,39,58,0,0,0,0,7170,0,0
"43023","3/15/2018","7:30","ATL","Home","Loss",242,2,117,30,12,5,2,27,90,42,0.4667,36,16,0.4444,26,17,0.6538,6,40,46,0,0,0,0,"CHA",239,1,129,30,10,3,3,21,87,46,0.5287,33,17,0.5152,30,20,0.6667,6,39,45,0,0,0,0,7171,0,1
"43029","3/15/2018","7:30","NY","Home","Loss",240,2,110,26,13,8,4,25,87,45,0.5172,20,5,0.25,24,15,0.625,8,36,44,0,0,0,0,"PHI",241,2,118,29,14,8,3,21,91,41,0.4505,37,15,0.4054,34,21,0.6176,19,34,53,0,0,0,0,7172,0,0
